Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","659","Saint-Kitts-et-Nevis","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","1.825508","E","Valeur estimée",""
"MK","Indicateurs macro","674","Saint-Marin","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.659256","E","Valeur estimée",""
"MK","Indicateurs macro","670","Saint-Vincent-et-les Grenadines","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","1.949019","E","Valeur estimée",""
"MK","Indicateurs macro","882","Samoa","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-0.002802","E","Valeur estimée",""
"MK","Indicateurs macro","678","Sao Tomé-et-Principe","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.902917","E","Valeur estimée",""
"MK","Indicateurs macro","686","Sénégal","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.228812","E","Valeur estimée",""
"MK","Indicateurs macro","688","Serbie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.84602","E","Valeur estimée",""
"MK","Indicateurs macro","690","Seychelles","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.406648","E","Valeur estimée",""
"MK","Indicateurs macro","694","Sierra Leone","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-5.251198","E","Valeur estimée",""
"MK","Indicateurs macro","702","Singapour","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.684142","E","Valeur estimée",""
"MK","Indicateurs macro","534","Sint Maarten (partie néerlandaise)","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-6.867844","E","Valeur estimée",""
"MK","Indicateurs macro","703","Slovaquie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.334056","E","Valeur estimée",""
"MK","Indicateurs macro","705","Slovénie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.497923","E","Valeur estimée",""
"MK","Indicateurs macro","706","Somalie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.424712","E","Valeur estimée",""
"MK","Indicateurs macro","729","Soudan","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","32.911453","E","Valeur estimée",""
"MK","Indicateurs macro","728","Soudan du Sud","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.221476","E","Valeur estimée",""
"MK","Indicateurs macro","144","Sri Lanka","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.564091","E","Valeur estimée",""
"MK","Indicateurs macro","752","Suède","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","4.189096","E","Valeur estimée",""
"MK","Indicateurs macro","756","Suisse","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","0.367379","E","Valeur estimée",""
"MK","Indicateurs macro","740","Suriname","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.970271","E","Valeur estimée",""
"MK","Indicateurs macro","762","Tadjikistan","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.149721","E","Valeur estimée",""
"MK","Indicateurs macro","148","Tchad","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-3.015992","E","Valeur estimée",""
"MK","Indicateurs macro","203","Tchéquie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","11.158606","E","Valeur estimée",""
"MK","Indicateurs macro","764","Thaïlande","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","10.019642","E","Valeur estimée",""
"MK","Indicateurs macro","626","Timor-Leste","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-4.008057","E","Valeur estimée",""
"MK","Indicateurs macro","768","Togo","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","2.632757","E","Valeur estimée",""
"MK","Indicateurs macro","776","Tonga","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.672544","E","Valeur estimée",""
"MK","Indicateurs macro","780","Trinité-et-Tobago","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","3.118395","E","Valeur estimée",""
"MK","Indicateurs macro","788","Tunisie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-5.859485","E","Valeur estimée",""
"MK","Indicateurs macro","795","Turkménistan","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.709055","E","Valeur estimée",""
"MK","Indicateurs macro","792","Turquie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-2.798707","E","Valeur estimée",""
"MK","Indicateurs macro","798","Tuvalu","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","8.24606","E","Valeur estimée",""
"MK","Indicateurs macro","804","Ukraine","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","20.785383","E","Valeur estimée",""
"MK","Indicateurs macro","858","Uruguay","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","11.816648","E","Valeur estimée",""
"MK","Indicateurs macro","548","Vanuatu","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","6.66238","E","Valeur estimée",""
"MK","Indicateurs macro","862","Venezuela (République bolivarienne du)","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-12.759351","E","Valeur estimée",""
"MK","Indicateurs macro","704","Viet Nam","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","7.907523","E","Valeur estimée",""
"MK","Indicateurs macro","887","Yémen","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","-8.143611","E","Valeur estimée",""
"MK","Indicateurs macro","894","Zambie","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","17.075699","E","Valeur estimée",""
"MK","Indicateurs macro","716","Zimbabwe","61290","Croissance annuelle US$ par habitant","22008","Produit Intérieur Brut","2017","2017","%","5.707857","E","Valeur estimée",""
